,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
2983,28.7,53.9,18.3,20.4,25.7,7.5,0.98,11.2,406
2984,28.1,85.3,1.6,18.3,32.0,7.5,1.37,7.9,521
2985,27.9,76.5,4.0,10.1,11.6,4.2,1.12,11.2,267
2986,18.5,61.3,5.6,8.9,21.5,7.2,0.86,10.8,226
2987,19.2,51.9,6.3,10.6,20.9,7.7,1.1,10.1,500
2988,23.0,65.6,3.9,8.2,23.8,5.8,1.08,10.5,285
2989,40.1,93.5,51.1,54.6,27.7,13.8,2.16,8.4,400
2990,20.2,54.9,10.9,16.6,12.1,7.8,1.14,10.2,534
2991,24.7,43.2,5.3,11.2,13.7,1.4,1.01,10.1,552
2992,26.6,58.5,30.6,34.3,25.2,3.7,1.04,12.1,341
2993,36.8,87.2,41.4,57.0,35.9,20.6,1.7,3.6,749
2994,32.3,74.5,7.4,9.9,24.2,17.8,1.67,5.1,611
2995,27.6,51.7,16.9,24.5,19.4,6.1,0.81,10.1,306
2996,30.2,70.3,4.3,17.1,17.9,14.7,1.41,5.5,401
2997,40.0,63.2,14.9,24.0,27.4,7.0,1.51,6.4,569
2998,24.1,70.4,8.1,15.7,21.7,3.4,1.04,10.2,223
2999,39.0,92.4,1.7,3.6,31.7,4.8,1.19,7.0,428
3000,19.3,41.7,15.2,21.3,21.5,7.6,0.85,13.2,255
3001,26.6,44.6,16.5,21.6,17.1,6.6,0.98,13.7,555
3003,18.6,49.8,14.0,18.6,23.3,4.4,0.77,10.0,262
3004,34.6,67.9,29.7,53.8,28.9,18.9,2.55,2.7,746
3005,21.8,60.7,0.0,4.6,22.3,3.9,1.04,12.2,333
3006,21.3,63.9,6.1,8.0,25.7,15.7,1.35,8.0,610
3007,28.7,45.3,42.8,47.4,11.7,2.9,1.04,19.3,577
3008,28.9,52.7,0.3,6.5,15.7,5.7,1.14,11.9,568
3010,22.9,78.5,6.7,9.7,15.9,2.2,0.99,10.0,249
3011,27.4,54.4,6.2,10.0,24.7,4.2,0.92,12.0,339
3012,22.6,66.2,3.1,8.0,16.8,7.1,0.84,10.4,321
3013,27.0,58.1,8.5,12.2,25.8,5.5,0.99,17.8,324
3014,28.1,78.1,30.4,38.6,33.9,7.9,1.35,8.7,465
3015,34.3,99.6,14.3,24.7,32.2,13.6,1.89,6.8,487
3017,30.3,92.7,2.2,15.3,21.0,6.8,1.8,6.6,511
3018,23.6,72.3,0.8,13.8,26.4,11.0,1.68,6.2,543
3019,26.1,48.0,17.3,22.3,18.6,2.0,1.02,11.2,313
3020,31.9,73.3,11.1,21.8,15.1,7.2,1.54,7.4,543
3021,32.2,62.2,23.6,32.0,32.8,10.1,1.54,9.0,685
3022,23.7,61.5,19.4,25.0,11.8,0.9,1.18,12.0,333
3023,30.2,53.6,47.4,60.0,23.3,13.5,1.61,5.2,529
3024,30.2,71.7,18.3,29.4,16.1,8.9,1.48,5.5,479
3025,29.8,72.4,13.4,19.9,13.0,3.9,1.06,10.5,568
3026,28.1,50.3,3.8,14.1,21.0,12.7,1.52,6.3,496
3027,38.1,65.7,16.6,34.5,23.9,5.8,1.97,5.5,607
3028,21.3,62.8,9.4,17.8,24.6,4.8,0.89,13.2,214
3030,32.3,98.4,27.5,39.8,35.2,13.5,2.07,4.3,773
3031,19.7,73.1,30.4,34.6,13.6,4.2,0.87,10.0,545
3032,25.8,54.6,6.5,7.6,13.6,5.8,1.04,12.1,401
3033,31.8,97.6,39.5,51.6,25.5,9.9,1.81,6.0,652
3034,21.7,42.0,1.2,5.8,27.7,3.2,0.87,12.4,248
3035,25.2,74.1,32.0,38.9,21.1,6.9,1.02,10.7,540
3037,35.1,92.9,16.9,37.8,40.1,16.8,1.86,6.5,777
3038,40.0,94.4,30.9,48.1,41.2,11.4,2.6,5.8,860
3042,28.8,74.3,29.9,40.6,26.6,6.9,1.43,5.4,649
3043,22.9,78.0,15.2,18.3,16.9,2.3,1.17,14.1,263
3044,29.4,76.2,12.9,28.0,27.0,13.9,1.58,7.8,696
3045,29.6,68.4,22.3,31.8,26.2,6.2,1.55,5.9,582
3046,33.8,64.8,12.6,21.7,21.3,8.3,1.5,5.2,593
3047,37.7,63.6,24.2,32.1,24.3,13.2,1.59,5.6,600
3048,24.1,55.2,7.8,11.6,17.7,6.1,0.95,10.9,461
3049,26.4,72.7,2.4,6.2,20.3,9.0,0.94,10.1,431
3050,26.4,46.2,18.3,27.0,23.0,2.2,1.07,16.8,254
3054,38.1,79.6,32.0,40.8,27.7,11.6,1.45,6.3,411
3055,31.7,52.4,11.2,22.0,32.4,13.3,1.52,7.3,460
3056,21.7,67.5,35.7,42.5,16.0,4.5,1.16,10.1,231
3059,23.6,54.1,15.8,19.2,21.2,6.4,0.86,13.1,377
3060,25.5,51.0,10.2,14.7,14.7,6.1,1.07,11.0,214
3061,25.2,58.1,7.9,13.3,23.3,5.6,0.93,10.4,526
3062,25.9,57.0,3.6,18.9,22.5,9.8,1.52,6.9,352
3064,32.2,42.8,24.8,37.3,26.9,16.8,1.16,5.8,453
3065,31.5,73.7,5.3,20.6,32.5,8.7,2.22,10.7,569
3067,34.5,78.6,20.7,37.6,26.7,14.1,2.35,4.6,702
3068,30.1,78.3,38.7,45.7,35.3,9.2,1.46,5.8,562
3069,32.3,78.2,25.8,39.1,31.5,7.0,1.5,5.2,380
3070,31.5,49.1,36.6,40.4,26.6,7.9,1.58,6.6,318
3073,38.4,100.3,44.3,63.7,26.9,14.9,1.88,3.4,605
3074,40.4,71.5,30.1,46.8,43.9,18.1,2.13,5.3,790
3075,28.1,91.6,6.4,13.5,37.9,10.0,1.26,7.2,331
3076,29.9,86.0,31.7,41.8,29.7,3.2,1.38,6.4,498
3078,32.3,76.8,19.1,38.4,23.9,12.6,1.69,6.2,674
3079,31.5,80.1,26.2,28.0,14.9,7.3,1.21,7.6,317
3081,18.1,62.9,23.2,26.6,12.7,5.1,0.92,12.2,476
3082,31.1,83.6,15.4,25.6,34.7,6.7,1.43,6.4,376
3083,26.0,44.9,17.3,23.7,17.1,4.1,0.84,11.7,435
3084,24.1,83.6,49.8,60.3,28.4,9.6,1.54,6.4,543
3085,42.9,53.3,0.6,14.2,19.7,9.4,1.7,7.2,604
3088,18.3,70.2,15.9,23.1,18.0,7.4,1.16,10.2,399
3089,27.7,71.7,34.5,43.9,21.7,8.0,1.6,8.2,385
3090,37.0,60.4,1.3,17.8,32.1,19.7,2.22,4.8,407
3092,24.2,67.6,19.4,35.1,24.2,9.6,1.91,6.2,422
3093,29.4,91.0,25.4,47.2,37.6,19.6,1.66,3.7,675
3095,25.7,78.6,6.2,10.6,22.3,3.8,0.97,10.1,322
3096,24.6,84.2,8.3,22.1,36.4,11.7,1.36,7.9,329
3097,31.6,60.9,18.0,35.8,17.9,11.0,1.34,7.9,458
3099,45.3,85.9,23.3,50.1,33.3,19.9,2.45,7.9,715
3100,25.0,64.5,6.9,15.4,17.8,8.3,0.87,11.3,329
3102,26.2,44.5,12.4,17.9,13.3,0.5,0.76,14.8,296
3103,20.2,58.0,2.8,5.5,17.2,1.8,1.01,13.3,312
3104,26.8,82.3,25.1,35.7,15.4,9.4,1.72,11.7,332
3105,28.6,42.3,12.0,22.5,27.8,13.3,1.35,5.2,648
3106,18.9,41.8,4.4,10.2,25.7,1.9,0.96,10.1,564
3107,30.0,39.0,8.7,13.1,15.1,6.2,0.95,11.8,492
3108,35.6,75.0,29.0,41.8,32.2,11.9,1.95,5.8,748
3109,39.0,60.5,31.6,37.0,44.0,20.1,2.3,5.1,406
3110,44.9,84.2,2.9,16.2,33.4,17.0,1.93,4.4,701
3111,27.8,78.7,16.8,21.9,13.5,4.6,1.08,12.3,293
3112,31.6,61.2,2.4,8.6,15.3,5.1,0.97,10.2,501
3113,24.4,53.1,3.6,10.5,15.0,7.0,1.04,10.2,353
3114,27.5,45.4,31.3,34.7,14.0,7.1,1.04,11.3,573
3115,30.3,94.9,15.4,28.7,32.9,10.2,1.48,7.0,620
3116,38.1,82.6,5.1,13.8,25.0,9.9,1.5,6.7,582
3117,20.0,72.8,3.6,8.3,26.2,6.5,0.95,11.1,516
3118,26.6,77.5,6.3,11.5,11.8,7.0,1.15,10.1,245
3119,24.7,59.9,2.4,8.0,23.1,6.9,1.06,11.4,356
3120,32.9,49.7,42.5,40.5,21.1,13.9,1.7,5.7,374
3121,30.7,50.1,23.6,44.2,28.9,12.7,1.56,6.4,659
3122,24.2,71.6,5.9,11.1,19.5,2.7,1.13,10.5,547
3123,27.2,71.6,10.7,24.4,31.4,15.4,2.09,4.0,434
3124,24.1,39.7,9.6,14.8,23.9,4.6,0.92,13.4,350
3125,25.8,78.8,11.4,19.7,23.1,7.5,0.92,10.6,547
3126,25.1,49.8,0.1,6.0,22.4,3.3,0.73,11.8,510
3127,26.4,56.9,4.9,8.9,10.7,6.3,0.99,10.2,276
3128,38.4,99.1,31.0,52.7,32.7,18.1,2.13,4.7,646
3129,27.2,79.2,56.0,59.4,20.1,5.0,1.94,5.7,541
3130,26.9,86.9,14.0,25.2,24.3,14.6,1.39,7.8,328
3131,27.0,86.2,40.4,50.4,30.1,21.9,1.99,9.8,581
3133,35.1,67.6,14.2,25.5,25.0,5.6,1.52,5.1,345
3135,32.5,69.6,38.3,48.2,33.7,10.6,1.24,6.1,358
3137,28.8,58.0,6.3,36.4,42.2,1.9,2.43,3.5,505
3138,25.7,69.6,3.8,7.4,25.1,4.6,0.97,10.2,310
3139,24.9,54.3,21.7,38.0,18.9,9.1,1.45,9.6,437
3140,24.3,40.8,10.6,16.6,13.2,7.3,0.85,14.3,398
3141,23.4,54.9,13.7,18.9,22.6,5.3,1.12,13.5,269
3142,32.0,63.8,53.7,62.1,27.2,6.8,1.49,17.1,345
3143,19.2,69.6,5.6,15.1,15.2,4.8,1.08,10.6,509
3144,27.2,68.6,1.5,11.8,29.7,21.9,1.91,7.9,410
3145,25.1,53.9,3.0,10.4,15.6,5.9,0.89,11.0,201
3146,27.1,87.7,23.2,36.1,24.4,10.5,1.55,6.0,376
3149,24.4,65.5,2.5,9.2,19.2,6.1,1.12,11.5,393
3150,18.7,66.1,45.5,51.5,22.7,6.3,1.03,17.2,384
3151,30.4,102.2,24.6,30.2,35.0,19.3,1.93,5.5,758
3152,28.5,53.4,19.2,25.1,13.5,2.8,1.0,14.6,262
3153,24.6,78.6,8.0,12.4,23.1,4.4,0.98,10.1,501
3154,25.2,75.0,20.4,25.4,13.9,4.9,0.91,10.2,390
3156,34.6,71.4,20.4,32.4,22.9,7.0,1.64,7.6,514
3157,26.5,82.2,23.9,34.0,19.7,5.7,1.31,5.2,438
3158,22.7,80.1,0.2,14.0,20.6,11.9,1.51,5.0,376
3159,22.2,60.1,19.6,22.5,17.6,7.5,0.97,12.1,558
3161,21.7,61.4,0.6,4.7,13.0,4.5,1.12,12.2,489
3162,32.7,68.5,0.8,13.2,18.2,4.6,1.38,12.3,478
3163,26.7,65.2,2.7,7.0,17.6,6.8,1.02,11.1,510
3166,26.0,52.7,3.0,11.4,16.9,3.8,0.92,10.5,457
3167,23.3,66.1,0.8,5.2,18.4,5.7,0.89,10.3,492
3168,23.6,67.4,17.9,28.8,25.6,7.3,1.71,6.2,670
3169,26.4,64.0,25.7,31.6,32.1,12.5,1.64,10.0,589
3170,39.4,80.3,37.6,53.3,39.0,13.6,1.99,4.4,448
3171,30.6,57.1,6.5,16.8,21.0,8.8,1.74,5.3,543
3173,30.8,83.8,0.1,1.3,32.5,5.1,1.53,5.7,601
3174,27.3,47.6,17.0,23.5,12.9,2.5,0.93,10.7,571
3175,25.0,82.2,34.6,40.2,10.8,10.3,1.01,14.2,608
3177,28.8,58.0,3.7,3.6,24.5,3.1,1.11,10.9,519
3178,23.1,53.9,9.2,12.1,15.8,0.5,0.99,10.6,365
3179,27.4,67.3,41.8,52.9,22.4,12.4,1.65,9.6,446
3182,43.2,64.6,31.2,48.6,36.7,14.7,2.3,3.4,540
3185,26.1,67.9,19.4,21.4,16.0,-1.4,1.11,13.4,528
3186,26.8,88.6,16.0,28.5,44.6,19.1,2.13,6.7,484
3187,25.4,83.8,21.0,27.7,22.3,11.3,1.3,16.0,388
3188,23.3,48.0,10.8,16.7,22.9,3.2,0.97,11.0,272
3189,40.1,58.4,5.0,13.4,27.5,10.3,1.91,4.7,616
3191,36.0,59.4,18.1,20.1,29.2,10.0,1.29,13.4,527
3193,28.7,60.5,14.2,16.3,23.6,3.1,1.09,13.3,454
3195,23.5,41.3,5.4,8.4,24.9,7.9,1.12,10.7,360
3196,25.7,46.4,1.3,5.7,24.6,8.5,0.92,11.1,494
3197,35.5,82.5,2.5,13.1,21.4,11.7,1.33,6.2,692
3198,19.5,51.5,2.1,9.5,17.0,2.8,0.95,11.9,471
3199,32.3,69.0,1.1,13.5,23.9,9.9,1.39,5.8,461
3201,37.5,58.7,5.6,22.7,22.0,9.2,1.56,9.6,467
3202,28.0,45.1,12.5,13.4,26.1,6.5,0.94,10.3,409
3203,27.8,53.7,7.8,16.9,29.7,7.9,1.31,5.6,613
3204,26.3,49.5,1.6,5.6,22.0,1.2,1.05,11.2,207
3206,37.1,58.0,15.9,19.3,27.0,16.2,1.18,7.2,403
3208,22.3,68.0,28.8,43.1,29.5,13.8,1.97,9.0,612
3209,28.0,52.5,7.1,15.8,24.7,2.4,1.0,13.2,554
3210,25.5,59.8,7.7,13.1,16.4,2.6,1.05,13.0,244
3211,24.9,93.1,12.5,18.1,25.0,2.9,2.26,8.6,473
3212,40.4,79.3,29.1,43.9,31.1,18.0,1.85,6.6,615
3213,31.2,65.8,7.1,16.2,22.4,5.3,1.4,6.0,495
3214,30.9,92.5,24.3,29.7,34.9,18.0,1.64,9.1,678
3215,21.4,49.5,7.6,15.3,22.7,7.8,0.92,12.5,576
3216,34.4,86.5,52.9,63.7,25.5,8.0,1.78,7.6,375
3217,30.1,59.5,3.9,8.3,19.6,-0.4,1.0,15.3,488
3218,40.7,67.9,12.1,30.6,35.9,18.9,2.24,5.5,504
3219,19.8,61.8,20.4,28.4,25.2,5.4,1.07,11.8,504
3220,23.6,53.4,13.5,20.5,15.8,2.5,0.98,11.3,235
3221,32.9,62.6,17.1,30.6,21.9,14.6,1.4,5.2,533
3224,23.0,38.2,22.6,27.7,15.7,6.9,1.11,10.2,340
3225,27.2,46.0,4.5,8.3,24.2,6.1,1.06,12.5,545
3227,31.3,68.3,26.6,31.6,40.1,19.8,1.51,10.4,568
3228,22.3,59.6,17.9,23.5,27.9,5.8,1.01,10.0,359
3230,25.2,66.5,20.7,25.0,24.3,4.0,0.88,14.2,297
3231,22.6,76.7,1.2,6.5,20.9,6.7,1.22,10.7,565
3233,35.1,61.5,26.0,46.4,32.0,15.0,1.55,10.5,731
3234,26.8,54.3,25.1,33.7,27.1,6.3,1.61,9.7,632
3235,34.2,99.4,8.9,32.0,32.3,7.9,1.71,3.3,601
3236,32.5,74.3,5.0,18.7,32.3,15.5,1.83,4.8,769
3237,35.7,102.1,39.7,49.8,19.5,13.0,2.04,7.2,472
3238,25.8,47.3,9.4,16.9,34.1,6.4,1.92,5.3,367
3239,26.7,72.9,28.7,30.2,32.9,6.4,1.65,8.1,688
3241,43.4,88.4,35.6,48.0,39.4,14.4,1.78,4.6,639
3242,26.8,63.4,13.8,21.4,18.8,2.8,1.0,10.3,303
3243,22.6,47.1,3.1,9.8,11.3,7.8,1.06,14.4,351
3244,25.9,71.3,2.5,4.7,13.3,3.9,1.09,15.4,229
3245,25.3,42.3,10.7,13.0,11.9,2.3,1.0,10.2,381
3246,25.6,74.7,3.7,8.6,20.2,1.0,0.84,14.9,287
3247,20.7,80.4,7.4,19.8,25.5,7.9,1.01,5.5,573
3249,27.8,70.8,3.0,20.7,30.8,17.7,2.02,3.5,502
3251,30.5,82.0,13.4,26.6,29.8,12.4,1.71,4.0,473
3252,21.6,61.6,1.1,6.8,16.2,5.9,1.01,15.6,398
3253,26.8,52.0,14.8,20.5,26.8,2.2,0.76,10.9,395
3254,20.2,58.7,49.8,55.5,25.3,6.3,0.94,15.1,589
3255,28.3,80.8,3.3,7.9,19.8,2.0,0.92,10.9,253
3256,26.7,50.1,33.2,43.6,26.9,11.5,1.23,10.8,651
3257,26.5,69.5,4.0,11.9,24.9,5.0,0.98,13.8,304
3258,32.4,63.5,6.4,14.7,38.5,11.4,1.81,3.8,501
3259,28.6,72.9,13.8,19.3,19.7,2.9,0.98,10.4,575
3260,30.5,58.2,11.8,24.8,22.9,15.9,1.52,5.1,431
3262,25.2,71.5,3.5,9.0,11.3,5.6,0.88,10.0,393
3263,33.5,110.4,34.0,49.8,30.4,2.6,2.06,4.2,706
3264,21.4,78.9,0.5,6.7,13.1,1.9,1.02,10.7,579
3265,24.3,67.0,1.0,4.1,22.2,3.3,0.86,10.9,530
3266,26.2,60.3,19.1,22.0,15.0,5.1,0.84,13.5,466
3267,29.8,74.1,1.9,6.8,26.0,4.2,0.94,10.7,250
3268,35.9,77.2,14.9,21.1,29.4,12.3,1.5,5.4,489
3269,35.4,54.8,2.3,6.2,16.5,7.2,1.03,10.9,490
3270,37.2,87.6,1.3,14.3,32.3,1.1,1.7,3.4,663
3272,25.6,78.5,7.8,12.4,13.6,6.1,0.89,10.1,398
3273,34.9,59.2,31.4,41.2,25.3,16.4,1.55,7.2,570
3274,32.0,69.6,8.1,23.1,33.8,7.5,1.48,10.0,575
3275,24.2,58.7,15.8,18.8,28.3,6.3,0.84,14.0,243
3276,39.0,76.1,9.4,22.0,37.0,14.4,2.45,6.2,533
3277,30.6,71.9,7.7,21.3,16.9,3.5,1.73,5.6,593
3278,31.9,61.4,29.5,31.9,28.7,-0.3,1.06,11.1,212
3280,44.0,111.0,20.6,39.6,34.3,6.6,1.95,4.2,741
3281,22.2,74.9,0.2,3.5,16.5,4.4,0.88,10.8,243
3282,28.9,55.0,0.9,7.3,18.2,5.9,1.11,11.3,469
3283,33.0,87.8,18.1,27.3,19.4,12.2,1.78,5.2,529
3284,31.4,53.2,18.5,27.9,28.9,13.0,1.42,5.7,319
3285,42.7,111.0,33.8,50.7,41.3,21.0,2.52,4.2,516
3286,26.3,66.5,14.7,24.2,14.6,4.2,1.06,15.6,373
3287,30.9,62.0,3.5,7.3,31.0,10.4,1.36,5.0,297
3289,20.1,64.4,1.5,8.0,14.0,7.6,0.85,10.8,512
3290,28.7,80.3,26.8,41.0,32.8,7.2,1.65,8.8,249
3291,20.6,65.7,19.0,28.4,29.1,14.1,1.45,8.0,683
3292,31.0,89.4,10.8,17.3,31.3,3.3,2.01,5.9,435
3293,28.8,71.7,20.0,25.6,16.7,6.1,0.97,11.9,539
3295,24.6,65.7,0.7,3.7,15.4,5.5,1.08,10.4,211
3296,23.3,48.6,18.3,24.0,20.1,5.1,1.14,10.2,263
3297,23.2,78.4,16.8,19.3,23.9,7.9,1.44,11.4,456
3298,30.4,68.6,15.4,29.7,31.0,11.3,2.06,3.6,609
3299,20.5,61.9,2.6,4.7,24.8,5.4,0.97,11.3,296
3300,32.3,65.7,8.7,19.1,28.3,11.6,1.36,6.4,322
3301,25.9,49.6,1.0,12.6,23.0,16.9,1.96,5.5,592
3302,24.6,55.8,14.6,24.1,26.0,12.3,1.93,5.7,579
3303,26.9,81.0,8.9,15.8,27.3,9.5,1.39,5.9,620
3305,36.7,81.0,28.5,43.7,22.6,19.7,1.91,5.6,628
3307,39.3,59.3,3.3,14.2,22.5,18.6,2.12,4.4,775
3308,22.1,47.8,9.3,14.9,24.4,7.0,1.06,10.5,578
3309,32.7,77.8,2.9,11.1,27.8,12.3,1.86,5.7,426
3310,34.7,85.2,30.0,42.1,36.6,5.2,1.55,7.6,448
3311,21.3,58.5,14.1,20.9,22.7,3.6,1.01,11.6,567
3312,29.8,61.0,12.4,18.5,21.8,4.8,0.94,10.4,490
3313,45.4,82.6,12.9,29.4,41.6,14.1,2.29,5.1,841
3314,29.5,82.2,40.6,50.6,25.0,13.1,1.7,6.6,591
3315,22.9,51.9,5.5,9.6,24.2,6.9,1.15,10.3,345
3317,23.5,43.0,14.6,19.0,23.1,1.7,1.14,12.7,297
3318,24.5,59.7,2.8,8.4,19.1,4.3,0.85,10.3,432
3319,23.7,46.8,1.2,6.6,23.4,3.1,1.07,10.4,531
3320,33.9,75.6,9.0,20.9,32.1,20.4,2.36,3.4,511
3321,23.0,70.8,1.2,5.8,22.1,6.7,0.88,12.7,266
3322,24.0,64.1,21.4,27.3,22.6,5.7,0.94,10.3,296
3323,33.4,50.3,36.7,43.4,35.6,5.3,1.31,5.4,443
3324,35.4,71.3,6.3,19.7,34.4,19.2,2.35,5.4,714
3325,27.0,54.6,3.7,10.1,15.1,3.1,0.85,15.9,312
3326,26.2,80.8,13.3,15.8,26.0,7.3,0.98,11.8,602
3327,22.1,56.3,6.8,13.1,25.6,1.5,1.01,11.6,535
3328,43.7,66.8,33.4,36.4,34.5,8.0,1.79,4.7,608
3330,34.9,65.4,16.7,27.2,18.4,12.1,1.67,9.8,351
3331,26.2,74.2,5.5,11.7,17.3,3.6,0.83,10.2,383
3333,24.0,49.5,4.8,15.5,19.6,7.2,1.02,10.2,608
3334,24.7,57.2,10.1,14.7,20.9,3.9,1.1,10.3,355
3335,25.5,56.8,5.6,11.7,24.9,2.5,1.09,11.2,507
3336,24.5,65.2,25.0,28.4,22.0,3.8,0.96,11.7,217
3337,19.8,60.6,15.0,21.7,22.9,3.9,0.99,10.4,382
3339,26.4,51.5,24.8,27.2,21.8,3.7,0.93,13.7,215
3340,37.1,70.6,9.6,28.2,33.2,5.2,2.49,3.7,711
3341,25.7,68.2,0.7,8.1,22.4,5.3,1.04,13.4,523
3342,30.3,91.8,1.0,18.8,23.1,4.4,1.31,5.9,359
3343,23.9,62.4,0.8,13.0,26.1,7.2,1.56,6.1,497
3346,22.3,73.0,0.1,8.4,20.7,3.6,1.18,10.3,471
3347,29.0,64.4,23.5,23.1,35.1,17.3,2.13,5.0,560
3348,20.1,67.0,1.9,8.8,26.6,6.5,1.06,12.6,383
3350,22.8,62.2,21.4,29.9,23.0,0.5,1.46,6.8,638
3351,30.4,66.4,1.1,0.0,24.0,4.3,0.96,11.1,214
3353,25.6,61.4,8.9,8.8,18.1,5.4,1.07,12.1,593
3355,28.6,65.4,12.2,14.7,30.5,9.2,1.56,10.3,322
3356,29.8,76.9,5.1,11.5,29.6,3.9,1.61,5.6,358
3357,22.2,46.8,0.9,5.7,24.3,5.7,0.93,15.6,245
3358,26.9,52.2,9.1,17.4,28.0,3.0,0.96,12.1,263
3359,22.8,57.6,7.4,12.6,17.5,7.7,0.86,11.5,509
3360,19.8,76.1,15.9,20.4,25.3,4.2,1.01,10.3,357
3361,19.8,54.8,4.6,17.5,24.3,14.5,1.52,5.6,637
3362,20.1,55.0,8.5,10.7,24.6,6.3,1.07,17.2,431
3363,33.0,62.1,12.9,30.8,35.3,6.5,2.28,6.6,651
3364,30.8,60.9,7.2,20.0,36.1,13.7,1.37,5.1,342
3365,41.9,85.5,32.2,37.1,40.9,21.9,2.07,6.1,579
3366,41.4,79.4,28.4,40.4,28.0,17.8,1.15,6.4,538
3367,34.4,107.9,18.7,33.4,37.1,15.3,1.99,5.4,388
3368,36.4,78.0,31.2,47.9,30.4,6.8,2.07,4.4,656
3370,24.3,49.0,14.6,21.3,21.8,5.4,0.96,11.8,441
3371,23.4,65.6,8.9,10.0,27.0,6.3,1.03,10.5,322
3372,22.6,74.6,3.4,16.0,17.5,4.9,1.6,6.2,718
3373,25.6,73.6,4.9,9.3,23.1,-0.1,1.08,18.8,547
3375,31.6,86.5,17.9,23.5,28.0,8.6,1.72,5.4,370
3377,30.0,67.1,47.1,61.3,22.1,7.3,1.82,5.7,639
3378,20.2,47.0,10.4,16.1,12.3,1.7,1.14,12.3,215
3379,20.0,78.2,1.8,5.5,13.9,7.8,1.03,11.1,560
3380,36.1,70.2,19.1,37.6,27.8,20.7,2.21,3.9,454
3382,25.6,69.6,3.4,9.3,23.0,6.0,0.73,10.2,554
3383,24.9,64.5,14.8,20.2,13.2,6.4,1.11,11.5,609
3384,30.2,49.8,0.7,8.0,30.5,7.2,1.56,5.9,706
3385,22.3,60.5,17.2,23.1,16.2,5.7,1.07,11.2,586
3386,17.5,51.6,7.5,22.3,18.4,16.8,1.56,10.7,284
3387,19.3,46.8,22.4,25.0,13.5,5.3,1.17,10.3,230
3388,23.8,70.3,0.8,12.7,17.8,11.1,1.42,5.5,606
3389,36.1,84.1,25.6,42.0,35.7,14.7,2.39,5.3,444
3390,31.4,69.4,11.1,28.2,27.4,17.7,2.02,5.8,400
3391,24.6,73.2,9.4,10.1,25.5,8.8,0.77,17.8,384
3393,26.3,52.6,3.7,8.9,27.3,7.8,1.03,10.8,246
3394,28.6,86.6,8.7,20.7,18.6,6.9,1.79,8.3,483
3395,36.7,82.4,9.6,18.8,27.3,23.2,1.7,4.3,598
3396,22.0,47.7,2.9,6.0,16.3,7.0,0.9,13.9,379
3398,27.5,61.0,41.9,58.8,26.0,12.0,1.6,5.6,488
3399,30.3,72.1,11.3,33.6,34.4,15.1,2.0,5.0,726
3400,28.9,58.3,2.7,11.8,22.8,5.2,1.39,8.9,449
3401,37.1,83.0,22.5,36.4,34.9,16.7,1.97,5.5,464
3402,22.7,53.6,1.5,4.5,23.8,3.3,1.06,12.0,359
3403,27.4,78.8,26.0,28.3,20.0,2.1,0.99,11.1,486
3404,26.4,76.1,36.5,40.9,31.7,15.2,2.09,6.8,472
3406,26.8,72.2,1.0,11.3,21.8,12.5,1.41,6.0,602
3407,38.0,94.7,16.0,35.7,30.4,11.7,2.26,4.8,574
3408,21.8,56.2,8.4,12.5,15.8,4.0,1.05,10.1,373
3409,24.9,60.1,8.8,16.7,22.5,2.6,0.97,15.5,589
3410,27.2,60.6,16.5,23.5,30.5,9.0,1.69,6.6,382
3411,35.9,61.0,8.3,18.0,21.4,16.3,1.41,11.6,613
3414,36.2,76.4,35.3,47.4,30.3,9.9,1.54,6.5,309
3416,26.3,46.7,1.4,4.3,12.2,3.4,1.04,11.3,193
3417,30.6,57.8,24.3,31.5,15.4,19.9,1.48,5.4,502
3418,37.3,75.5,12.5,21.1,18.3,9.7,1.49,8.9,622
3419,28.7,67.6,34.5,44.7,17.3,17.4,1.36,10.1,499
3420,25.8,65.3,27.6,32.9,15.2,7.2,1.12,10.4,287
3421,35.5,76.3,9.5,23.0,23.6,6.8,1.76,5.2,579
3422,22.5,48.6,0.8,6.2,12.9,8.0,1.02,10.5,354
3423,29.2,72.2,6.9,13.4,20.9,7.7,0.97,13.4,362
3424,27.2,88.6,7.1,26.7,36.6,16.7,2.39,9.9,442
3425,32.0,80.6,9.7,19.5,31.0,3.9,1.52,6.0,567
3426,35.8,69.6,2.3,10.5,24.4,10.9,1.66,10.9,455
3427,36.6,74.7,11.1,30.9,28.1,16.3,1.04,3.8,409
3428,27.0,46.5,8.3,14.0,20.7,5.5,1.02,15.4,496
3429,23.5,50.8,0.6,6.7,13.3,3.1,0.95,14.1,564
3430,23.3,90.9,39.8,55.4,30.8,5.5,1.44,5.5,696
3431,30.9,56.8,9.2,19.2,28.4,5.4,1.82,5.9,567
3432,34.8,60.9,38.2,54.1,24.0,15.6,1.28,10.8,308
3433,38.9,66.3,3.7,24.0,28.9,2.8,2.24,3.6,673
3434,28.8,41.3,0.2,6.5,14.9,1.4,0.87,10.4,511
3436,31.1,76.5,2.8,9.5,19.0,1.9,0.97,13.1,318
3437,29.3,42.3,20.7,25.3,15.4,6.2,1.0,11.8,524
3438,30.7,84.2,22.4,38.4,26.8,12.3,1.34,6.1,399
3439,28.8,50.2,2.9,8.0,20.7,5.0,1.08,11.6,209
